n_number,mfr_mdl_code,year_manufactured,aircraft_type_code,engine_type_code,certification_code,registration_status,cert_issue_date,expiration_date,owner_state,owner_country
89LS,1151425,1991.0,4,1,1U,V,2012-02-25,2028-02-29,MI,US
89LW,5870214,1967.0,4,1,1N,V,2017-12-13,2027-12-31,GA,US
89MC,05602PN,1997.0,4,1,42,V,2018-08-23,2028-08-31,NM,US
89MD,2076750,2002.0,5,5,1T,V,2018-04-23,2028-04-30,ND,US
89MH,3801315,1955.0,1,0,43,V,2020-10-29,2027-10-31,DE,US
89MJ,7103213,,4,1,1N,V,2020-03-31,2030-03-31,NC,US
89MK,05603LM,1997.0,4,1,42,V,2022-03-09,2029-03-31,TX,US
89ML,9600426,2000.0,4,1,1N,V,2023-11-17,2030-11-30,FL,US
89MM,2121000,,4,1,1NA,V,2025-03-27,2032-03-31,FL,US
89MN,2130001,2024.0,4,1,1N,V,2025-01-29,2032-01-31,ND,US
89MR,3960105,1978.0,4,1,1NU,V,2025-11-12,2032-11-30,NY,US
89MS,06001A2,2020.0,4,8,9A,V,2023-12-21,2030-12-31,FL,US
89MT,05602EL,1996.0,4,1,42,V,1995-11-30,2028-10-31,NC,US
89MW,1880108,,2,0,1B,V,2013-07-30,2029-07-31,MI,US
89NA,06102L0,,6,10,UNKNOWN,V,2026-01-06,2033-01-31,OH,US
89NB,2130001,2010.0,4,1,1N,V,2021-06-29,2028-06-30,UT,US
89NC,3980219,2020.0,5,5,1T,V,2021-06-30,2028-06-30,UT,US
89NW,05617ZC,2005.0,4,2,42,V,2016-12-09,2029-12-31,TN,US
89NX,2130001,2004.0,4,1,1N,V,2021-06-12,2028-06-30,OH,US
89PA,2073303,2000.0,4,1,1N,V,2023-10-29,2030-10-31,OR,US
89PB,2130001,2025.0,4,1,1N,V,2026-01-10,2033-01-31,PA,US
89PC,05623MH,1995.0,4,1,42,V,2020-09-02,2027-09-30,CA,US
89PD,1151604,1979.0,4,1,1U,V,2022-03-14,2029-03-31,TX,US
89PF,5150000,2003.0,4,1,1U,V,2022-02-19,2029-02-28,IL,US
89PG,0600006,2005.0,4,8,48C,V,2024-12-19,2031-12-31,LA,US
89PH,1181511,1975.0,6,3,1N,V,2000-09-18,2028-05-31,MS,US
89PL,7090453,2019.0,5,5,1C,V,2024-08-25,2031-08-31,LA,US
89PM,7104618,2013.0,4,2,1N,V,2024-02-16,2031-02-28,MI,US
89PP,06001A1,2018.0,4,8,48C,V,2024-10-02,2031-10-31,WA,US
89PR,2076750,2002.0,5,5,1T,V,2017-05-01,2027-05-31,SD,US
89PS,8130001,1998.0,4,1,43,V,2022-04-05,2029-04-30,AZ,US
89PT,06001C3,2022.0,1,10,43,V,2023-05-05,2030-05-31,TN,US
89PW,7104623,2009.0,4,2,1N,V,2022-11-30,2029-11-30,VA,US
89PX,4220038,2019.0,5,2,1C,V,2019-04-29,2029-04-30,FL,US
89QC,05638Y4,2019.0,4,1,42,V,2019-11-25,2029-11-30,NY,US
89QL,05902LI,,4,8,48A,V,2023-02-16,2030-02-28,TX,US
89RB,8951047,1976.0,4,1,42,V,2025-02-21,2032-02-29,TX,US
89RC,05646DG,,4,1,42,V,2020-08-11,2027-08-31,WI,US
89RD,05619K0,2005.0,4,2,42,V,2023-11-27,2030-11-30,ID,US
89RH,7640122,2024.0,6,1,1N,V,2024-10-17,2031-10-31,GA,US
89RJ,05690V9,1991.0,4,1,42,V,2020-11-19,2027-11-30,UT,US
89RK,056428H,2025.0,4,1,42,V,2025-06-30,2032-06-30,DE,US
89RP,2730012,2006.0,5,5,1T,V,2016-02-29,2029-02-28,NY,US
89RR,3802051,1981.0,1,0,43,V,1998-11-17,2028-11-30,AZ,US
89RS,05609LW,,4,1,42,V,2025-04-08,2032-04-30,TX,US
89RT,2730110,2021.0,5,5,1T,V,2022-03-25,2029-03-31,  ,  
89RV,05608BL,1989.0,4,1,42,V,2012-01-24,2028-01-31,TN,US
89RW,05613WX,1988.0,4,1,42,V,1986-03-07,2029-10-31,WA,US
89RZ,05645F5,1989.0,4,1,42,V,2018-04-06,2028-04-30,IA,US
89S,2073343,2017.0,4,1,1N,V,2025-05-15,2032-05-31,MA,US
89SA,2990106,2020.0,5,8,1N,V,,,OH,US
89SB,89510H8,1981.0,4,1,42,V,2008-08-08,2028-03-31,KS,US
89SC,5780460,1981.0,5,2,1N,V,2016-10-14,2029-10-31,IN,US
89SD,7103406,1979.0,5,1,1N,V,1981-11-21,2028-11-30,SD,US
89SE,05630V1,2013.0,4,1,42,V,2011-04-28,2030-04-30,WA,US
89SF,2073709,1976.0,4,1,1N,V,2023-05-30,2030-05-31,WA,US
89SG,1151425,1989.0,4,1,1U,V,2013-03-27,2029-03-31,ME,US
89SH,05655CR,1981.0,4,1,42,V,2003-07-22,2027-10-31,WA,US
89SJ,2072618,1968.0,4,1,1N,V,2012-12-28,2028-12-31,WA,US
89SK,1970140,1990.0,4,1,42,V,1989-08-04,2028-06-30,NM,US
89SL,7102302,1956.0,5,1,1,V,1991-08-28,2028-01-31,WI,US
89SM,8680815,1991.0,6,3,1T,V,2013-03-15,2029-03-31,IN,US
89SP,7102811,1976.0,4,1,1N,V,2016-11-03,2029-11-30,OH,US
89SS,1181511,,6,3,UNKNOWN,V,2012-10-17,2028-10-31,OK,US
89ST,05641KY,2024.0,4,1,42,V,2024-09-26,2031-09-30,TX,US
89SU,05641XX,2023.0,4,1,42,V,2023-07-07,2030-07-31,KS,US
89SW,2130004,2024.0,4,1,1N,V,2024-04-26,2031-04-30,FL,US
89SX,05902A4,2007.0,9,7,42,V,2019-07-08,2029-07-31,TX,US
89TB,5170602,1979.0,5,5,1T,V,2022-11-11,2029-11-30,FL,US
89TE,0600007,2007.0,4,8,9A,V,2023-12-05,2030-12-31,OK,US
89TF,056246D,2007.0,4,1,1O,V,2007-11-05,2028-10-31,OH,US
89TG,8660429,,4,1,42,V,2019-12-17,2029-12-31,NY,US
89TH,0561671,1991.0,4,1,42,V,2021-11-23,2028-11-30,AZ,US
89TJ,2076605,1981.0,5,5,1N,V,2013-01-08,2029-01-31,NE,US
89TL,7486060,,2,0,1B,V,2016-09-01,2029-09-30,FL,US
89TP,5470206,2000.0,4,1,1N,V,2023-09-22,2030-09-30,NH,US
89TR,05630RQ,2011.0,4,8,42,V,2011-03-22,2027-03-31,OR,US
89TT,1181511,1975.0,6,3,6131,V,2024-04-24,2031-04-30,CA,US
89TV,2730009,2001.0,5,5,1T,V,2023-04-06,2030-04-30,PR,RQ
89TW,2121000,2005.0,4,1,1NA,V,2025-10-09,2032-10-31,MA,US
89UA,1152922,1989.0,5,2,1N,V,2003-03-27,2030-01-31,AR,US
89UM,2130001,2004.0,4,1,1N,V,2020-07-23,2027-07-31,AL,US
89US,061008I,,6,10,UNKNOWN,V,2016-03-28,2029-03-31,CA,US
89VA,06001AG,2022.0,4,8,9A,V,2024-08-14,2031-08-31,WY,US
89VG,7103215,1978.0,4,1,1N,V,2025-03-25,2032-03-31,MT,US
89VK,14101F2,1990.0,4,1,42,V,2021-08-02,2028-08-31,AZ,US
89VM,05676JP,,4,1,42,V,1989-12-18,2029-01-31,NY,US
89VV,7102308,1973.0,5,1,1T,V,2014-09-16,2027-09-30,DE,US
89VY,2073303,2000.0,4,1,1N,V,2023-06-28,2030-06-30,CA,US
89VZ,05622XK,2007.0,4,8,48A,V,2007-03-26,2030-04-30,ID,US
89WA,7150012,1999.0,5,5,1T,V,2021-10-18,2028-10-31,AZ,US
89WB,0260402,1991.0,4,1,1UA,V,1999-06-03,2027-07-31,TX,US
89WC,1152932,1992.0,5,2,1C,V,2024-07-01,2031-07-31,MO,US
89WD,0600001,2005.0,4,8,9A,V,2022-01-08,2029-01-31,CA,US
89WE,06102FU,,4,4,UNKNOWN,V,2023-08-03,2030-08-31,MD,US
89WF,05609IT,,4,1,UNKNOWN,V,2000-03-10,2029-10-31,WA,US
89WG,2130004,2024.0,4,1,1N,V,2024-05-08,2031-05-31,IN,US
89WK,05658FY,1984.0,4,1,42,V,1987-01-23,2029-05-31,AK,US
89WL,8141835,1983.0,6,3,3140,V,2025-04-29,2032-04-30,MT,US
89WM,05639KH,2021.0,4,1,42,V,2024-02-21,2031-02-28,AZ,US
89WP,05901BX,2006.0,4,7,48A,V,2018-05-10,2028-05-31,AZ,US
89WS,2121004,1993.0,4,1,1N,V,1993-09-28,2028-05-31,MN,US
89WW,2072424,1967.0,4,1,1NU,V,2020-10-17,2027-10-31,CO,US
89WY,2210411,2013.0,4,1,1N,V,2018-08-07,2028-08-31,OK,US
89WZ,2800102,1957.0,4,1,1N,V,2021-05-10,2028-05-31,OR,US
89X,1380134,1943.0,4,1,1,V,2018-06-11,2028-06-30,PA,US
89XB,7100510,1941.0,4,1,1,V,2021-09-27,2028-09-30,NY,US
89XC,056417W,2024.0,4,1,42,V,2023-12-15,2030-12-31,UT,US
89XL,05634RL,2016.0,4,1,42,V,2015-12-21,2028-12-31,RI,US
89XP,2130004,2014.0,4,1,1N,V,2024-03-05,2031-03-31,FL,US
89XS,05635YC,,4,1,UNKNOWN,V,2017-02-13,2030-02-28,FL,US
89XX,06102D3,,6,10,UNKNOWN,V,2023-06-08,2030-06-30,IL,US
89Y,2071102,1940.0,4,1,1,V,2013-06-26,2029-06-30,OK,US
89YB,7102808,,4,1,1,V,2019-04-19,2029-04-30,CA,US
89YS,05642MJ,2024.0,4,1,42,V,2024-08-03,2031-08-31,OK,US
89YT,3960105,1978.0,4,1,1NU,V,2008-06-03,2027-07-31,PA,US
89ZM,1151425,1989.0,4,1,1U,V,2007-04-10,2030-04-30,OK,US
89ZQ,2130010,2024.0,4,5,1N,V,2024-07-06,2031-07-31,NY,US
89ZW,7101828,1975.0,4,1,1N,V,2015-01-13,2028-01-31,AK,US
89ZZ,05639ET,2020.0,4,1,42,V,2024-07-25,2031-07-31,OR,US
8A,2072821,1976.0,4,1,1N,V,2021-06-07,2028-06-30,OR,US
8AA,2072802,1961.0,4,1,1,V,1981-06-04,2027-10-31,AZ,US
8AD,1151609,,4,1,1U,V,2023-09-18,2030-09-30,TX,US
8AE,2130001,2008.0,4,1,1N,V,2021-08-03,2028-08-31,AL,US
8AF,056150L,2003.0,4,1,42,V,2011-10-18,2027-10-31,AL,US
8AJ,2073309,1966.0,4,1,1N,V,2020-03-17,2027-03-31,TX,US
8AK,1390052,2023.0,5,5,1T,V,2024-01-24,2031-01-31,UT,US
8AL,3980050,2019.0,5,5,1T,V,2025-12-18,2032-12-31,UT,US
8AM,1152920,1977.0,5,2,1N,V,2005-04-13,2030-02-28,DE,US
8AP,7102308,1973.0,5,1,1N,V,2022-03-21,2029-03-31,KY,US
8AQ,8360608,1975.0,5,1,1N,V,2015-06-30,2028-06-30,VA,US
8AU,1181511,1990.0,6,3,1N,V,2025-06-19,2032-06-30,KS,US
8AV,2076014,1974.0,5,1,1N,V,2007-03-15,2030-01-31,KS,US
8AW,060006U,2014.0,4,8,9A,V,2017-05-17,2027-05-31,AZ,US
8AX,05637DH,1990.0,4,1,42,V,1990-08-29,2028-01-31,NY,US
8AZ,05625Z9,,4,1,UNKNOWN,V,2021-05-22,2028-05-31,FL,US
8B,7090453,,5,5,UNKNOWN,V,2024-12-17,2031-12-31,  ,  
8BA,2072412,1964.0,4,1,1NU,V,2019-08-19,2029-08-31,CO,US
8BB,7102810,1968.0,4,1,1N,V,2024-03-03,2031-03-31,ND,US
8BC,05627I6,2009.0,4,1,42,V,2019-08-22,2029-08-31,FL,US
8BD,3260390,2024.0,5,5,1C,V,2024-12-13,2031-12-31,TX,US
8BE,05609VX,1984.0,4,1,42,V,2005-03-09,2027-04-30,MT,US
8BF,2074226,,5,1,1N,V,2019-08-27,2029-08-31,CA,US
8BJ,2072606,,4,1,1,V,2010-05-13,2027-06-30,MN,US
8BK,7101828,1977.0,4,1,1N,V,2012-12-04,2028-12-31,CA,US
8BL,2075908,1970.0,5,1,1N,V,2012-01-25,2028-01-31,AK,US
8BM,1240104,1973.0,1,0,443,V,2020-02-26,2030-02-28,TN,US
8BN,1151410,,4,1,1U,V,2018-10-29,2028-10-31,SC,US
8BP,6400406,1942.0,4,1,1N,V,2024-06-07,2031-06-30,CO,US
8BQ,1182108,1984.0,6,3,1N,V,2025-03-28,2032-03-31,UT,US
8BR,0565866,1995.0,4,1,42,V,2017-08-29,2027-08-31,IN,US
8BT,2075816,1973.0,4,1,1N,V,2018-02-13,2028-02-29,LA,US
8BU,1152705,1970.0,5,1,1N,V,2021-06-09,2028-06-30,MI,US
8BW,056182J,1991.0,4,1,42,V,2020-08-28,2027-08-31,NV,US
8BY,1153605,1977.0,5,1,1N,V,2021-01-20,2028-01-31,TX,US
8BZ,2400108,1976.0,4,1,1N,V,2023-01-27,2030-01-31,MA,US
8CA,2073701,,4,2,1N,V,2016-05-12,2029-05-31,HI,US
8CB,1390044,2024.0,5,5,1T,V,2024-11-08,2031-11-30,MS,US
8CC,2073456,1981.0,4,1,1N,V,2022-06-11,2029-06-30,TX,US
8CD,8682004,2008.0,4,2,1N,V,2025-04-02,2032-04-30,LA,US
8CH,05626Y6,1998.0,4,1,42,V,2023-11-11,2030-11-30,IN,US
8CJ,21101MA,1946.0,4,1,1,V,2021-11-18,2028-11-30,AR,US
8CK,21101PK,,4,1,6130,V,2023-06-14,2030-06-30,AK,US
8CM,1220435,1970.0,4,1,1N,V,2002-04-12,2030-03-31,FL,US
8CN,7102802,1966.0,4,1,1NU,V,2019-06-03,2029-06-30,CA,US
8CP,0260400,2025.0,6,3,1T,V,2025-07-28,2032-07-31,  ,  
8CQ,7220738,1971.0,4,1,42,V,2014-05-09,2027-05-31,OH,US
8CR,2072732,1976.0,4,1,1N,V,2017-07-25,2027-07-31,DE,US
8CT,7102308,1973.0,5,1,1N,V,1989-03-08,2029-10-31,FL,US
8CV,2075726,1972.0,5,1,1N,V,2015-09-10,2028-09-30,GA,US
8CX,05619QB,2005.0,4,1,42,V,2021-02-20,2028-02-29,TX,US
8CY,2075726,1973.0,5,1,1N,V,2025-08-05,2032-08-31,FL,US
8CZ,0420104,1961.0,4,1,1,V,1980-12-04,2029-01-31,TX,US
8D,83501GF,1964.0,4,1,42,V,2009-01-12,2029-07-31,VA,US
8DA,2130004,2021.0,4,1,1N,V,2023-03-04,2030-03-31,CA,US
8DB,21101NN,1966.0,4,1,1,V,2024-06-11,2031-06-30,AR,US
8DG,7102210,1960.0,4,1,40,V,1998-08-14,2028-06-30,AK,US
8DJ,05616F3,,4,1,42,V,2021-08-24,2028-08-31,DE,US
8DK,7090104,1976.0,1,0,1G,V,1998-03-11,2029-12-31,FL,US
8DL,1220460,1976.0,4,1,1NA,V,2005-08-16,2028-02-29,MI,US
8DM,2075816,1973.0,4,1,1N,V,2024-11-04,2031-11-30,TX,US
8DN,05618UD,,4,1,UNKNOWN,V,1992-05-19,2027-05-31,MO,US
8DP,1152740,,5,1,6131,V,2022-09-02,2029-09-30,DE,US
8DQ,05620M7,2005.0,4,1,42,V,2019-10-31,2029-10-31,KY,US
8DR,7090553,2022.0,4,2,1N,V,2023-03-03,2030-03-31,MT,US
8DT,1145005,2024.0,6,3,1N,V,2024-10-17,2031-10-31,WY,US
8DU,05608AW,,4,1,42,V,2020-10-08,2027-10-31,FL,US
8DV,05632NC,2013.0,4,8,42,V,2025-04-22,2032-04-30,CO,US
8DW,2801702,1951.0,4,1,43,V,2015-02-02,2028-02-29,LA,US
8DZ,7090453,2025.0,5,5,1C,V,2025-11-24,2032-11-30,CA,US
8EB,2076604,1981.0,5,5,1T,V,2019-06-12,2029-06-30,DE,US
8EC,7150010,2002.0,5,5,1T,V,2024-02-07,2031-02-28,GA,US
8ED,05611RP,2001.0,4,1,42,V,2026-01-12,2033-01-31,DE,US
8EF,1152920,1980.0,5,2,1N,V,2021-10-22,2028-10-31,AL,US
8EH,2074510,1965.0,5,1,1N,V,1994-05-27,2027-04-30,ID,US
8EJ,1690678,,4,1,42,V,2024-10-30,2031-10-31,OK,US
8EK,2072716,1964.0,4,1,1N,V,2005-11-04,2028-10-31,FL,US
8EL,0569177,1992.0,4,1,42,V,2021-04-26,2028-04-30,FL,US
8EM,2072738,2011.0,4,2,1N,V,2013-07-26,2029-07-31,VA,US
8EP,2074242,1973.0,5,1,1N,V,2020-11-21,2027-11-30,FL,US
8ER,7102808,1966.0,4,1,1N,V,2023-05-17,2030-05-31,SC,US
8ET,1220801,1980.0,4,1,1NA,V,2018-10-31,2028-10-31,TX,US
8EU,5620037,2025.0,6,3,1T,V,2025-03-10,2032-03-31,TX,US
8EV,05606WC,1999.0,4,1,42,V,2022-09-28,2029-09-30,SC,US
8EW,05613W6,1982.0,4,1,443,V,2017-05-25,2027-05-31,NM,US
8EX,05655RX,1982.0,4,1,1N,V,2010-01-26,2029-11-30,WA,US
8EY,2073455,1985.0,4,1,1N,V,2022-02-12,2029-02-28,TX,US
8EZ,05690T5,1989.0,4,1,42,V,1989-01-12,2029-04-30,CA,US
8F,7103002,,5,1,1N,V,2024-05-17,2031-05-31,CA,US
8FB,207590P,1978.0,5,1,1N,V,2011-03-21,2030-03-31,MT,US
8FC,1151406,1964.0,4,1,1N,V,2015-11-10,2028-11-30,AZ,US
8FD,6400434,,4,1,1,V,2018-08-18,2028-08-31,MS,US
8FH,7150004,1997.0,5,2,1N,V,2020-11-24,2027-11-30,TX,US
8FJ,1151604,1969.0,4,1,1U,V,2019-12-13,2029-12-31,CO,US
8FL,1380108,1937.0,4,1,1N,V,1984-09-26,2028-05-31,WA,US
8FN,7102816,1978.0,4,1,1N,V,2023-05-28,2030-05-31,UT,US
8FS,0110301,1975.0,4,1,1A,V,2010-03-25,2029-12-31,ND,US
8FY,2072418,1973.0,4,8,1NU,V,2004-12-07,2029-07-31,OR,US
8GA,2076016,,5,1,1N,V,2021-09-15,2028-09-30,AK,US
8GC,2130010,2025.0,4,5,1N,V,2025-07-07,2032-07-31,NV,US
8GD,9790814,1979.0,4,1,42,V,2024-11-25,2031-11-30,MD,US
8GF,6960204,1991.0,5,2,1N,V,2018-08-27,2028-08-31,TX,US
8GG,2075816,1973.0,4,1,1N,V,1996-02-02,2029-07-31,MA,US
8GH,0564647,1979.0,4,1,42,V,1998-09-10,2028-04-30,NC,US
8GJ,2072622,1974.0,4,1,1N,V,2017-06-01,2027-06-30,TX,US
8GM,1151512,1954.0,4,1,1,V,2007-11-21,2028-12-31,CO,US
8GN,3802061,1984.0,1,0,43,V,2007-08-06,2028-01-31,UT,US
8GQ,2076618,2011.0,5,5,1C,V,2023-01-07,2030-01-31,CO,US
8GR,056241Z,2009.0,4,8,42,V,2016-08-30,2029-08-31,AZ,US
8GU,1152913,1985.0,5,2,1N,V,2023-03-28,2030-03-31,SC,US
8GV,05604FL,1998.0,4,1,42,V,2014-11-03,2027-11-30,CA,US
8GX,05615NJ,2003.0,4,1,42,V,2024-06-14,2031-06-30,OK,US
8GY,05608FV,1990.0,4,1,42,V,2014-03-04,2030-03-31,OR,US
8GZ,7101828,1982.0,4,1,1NU,V,2017-01-27,2030-01-31,AK,US
8HA,05609ZW,1986.0,4,1,42,V,2019-09-10,2029-09-30,CA,US
8HC,7102810,1966.0,4,1,1N,V,2025-03-12,2032-03-31,TX,US
8HG,8660224,1975.0,4,1,42,V,2023-05-25,2030-05-31,AL,US
8HJ,0564207,1982.0,4,1,42,V,2012-07-11,2028-07-31,WA,US
8HK,8400125,1979.0,4,1,410,V,1997-06-26,2028-01-31,TX,US
8HL,5870208,1964.0,4,1,1N,V,2014-11-13,2027-11-30,AR,US
8HM,2075908,,5,1,1N,V,2022-10-13,2029-10-31,OK,US
8HR,2074002,1953.0,4,1,1U,V,2015-07-27,2028-07-31,FL,US
8HS,2130010,2019.0,4,5,1N,V,2019-10-03,2029-10-31,CO,US
8HT,2076016,1978.0,5,1,1N,V,2012-11-06,2028-11-30,MI,US
8HX,1152012,1955.0,4,1,1U,V,2008-07-01,2027-11-30,IL,US
8HY,2210411,2014.0,4,1,1N,V,2014-06-19,2027-06-30,WI,US
8J,5620034,2018.0,6,3,1T,V,2025-06-27,2032-06-30,OR,US
8JA,05616T9,1990.0,4,1,42,V,2009-11-10,2028-11-30,PA,US
8JB,8951002,1977.0,4,1,42,V,2022-01-24,2029-01-31,TX,US
8JC,2076810,2001.0,5,5,1T,V,2021-05-21,2028-05-31,UT,US
8JD,72202QD,1949.0,4,1,4234,V,1989-01-04,2029-05-31,FL,US
8JF,3800344,1973.0,1,0,1G,V,2006-08-22,2028-01-31,NC,US
8JH,05617U1,,4,1,42,V,2023-06-28,2030-06-30,FL,US
8JL,0561014,2001.0,4,1,42,V,2006-11-22,2028-10-31,GA,US
8JM,060005E,2011.0,4,8,48C,V,2023-11-08,2030-11-30,MT,US
8JP,3800344,,1,0,1G,V,2024-10-17,2031-10-31,CA,US
8JS,722024P,,4,1,42,V,2021-04-08,2028-04-30,MI,US
8JT,3960103,,4,1,1U,V,2021-11-03,2028-11-30,OK,US
8JW,2076702,2002.0,5,5,1T,V,2022-04-16,2029-04-30,TX,US
8JY,1380165,,4,1,UNKNOWN,V,2014-05-20,2027-05-31,MN,US
8K,5620034,2020.0,6,3,1T,V,2021-02-19,2028-02-29,UT,US
8KB,1152920,1978.0,5,2,1N,V,2004-10-08,2028-08-31,AZ,US
8KC,8660311,1977.0,4,1,42,V,1997-08-12,2028-02-29,UT,US
8KD,3260414,,5,5,1N,V,2023-11-10,2030-11-30,OR,US
8KE,05611ON,2002.0,4,1,42,V,2009-05-12,2027-05-31,IL,US
8KF,8682000,2008.0,4,2,1N,V,2024-05-15,2031-05-31,TX,US
8KK,86502V9,1953.0,4,1,42,V,1973-08-31,2028-01-31,WI,US
8KL,2072735,1981.0,4,1,1N,V,2022-03-17,2029-03-31,FL,US
8KM,2073449,1974.0,4,1,1N,V,2025-01-03,2032-01-31,WI,US
8KR,2073454,1981.0,4,1,1N,V,2023-09-11,2030-09-30,  ,DE
8KS,05626AM,,4,1,42,V,2025-02-14,2032-02-29,WA,US
8KT,2130001,2020.0,4,1,1N,V,2022-11-05,2029-11-30,TX,US
8KU,8682000,2004.0,4,2,1N,V,2020-05-06,2027-05-31,WA,US
8KV,05603TK,1997.0,4,1,42,V,2012-05-04,2028-05-31,GA,US
8KW,1151548,1977.0,4,1,1U,V,2000-06-09,2027-09-30,MN,US
8KX,05616ZD,1992.0,4,1,42,V,2022-05-23,2029-05-31,KS,US
8L,72202UC,1963.0,4,1,42,V,2018-05-18,2028-05-31,AZ,US
8LB,7103002,1969.0,5,1,1N,V,2024-07-22,2031-07-31,TX,US
8LC,056404A,2022.0,4,1,42,V,2024-10-10,2031-10-31,FL,US
8LD,2130010,2021.0,4,5,1N,V,2021-05-22,2028-05-31,UT,US
8LG,0561095,2001.0,4,1,42,V,2011-02-18,2027-02-28,FL,US
8LH,0563526,1975.0,4,1,42,V,2011-09-23,2027-09-30,NC,US
8LJ,2130001,2023.0,4,1,1N,V,2023-07-24,2030-07-31,NY,US
8LL,2130010,2022.0,4,5,1N,V,2022-06-01,2029-06-30,MA,US
8LM,05655A7,1977.0,4,1,42,V,2012-05-07,2028-05-31,FL,US
8LN,056067B,1999.0,4,1,42,V,2018-10-30,2028-10-31,FL,US
8LR,05648G1,,4,1,42,V,2024-08-22,2031-08-31,ID,US
8LS,0110201,1975.0,4,1,1A,V,2025-01-14,2032-01-31,TN,US
8LT,2730101,1980.0,5,5,1T,V,2001-11-20,2029-02-28,GA,US
8LU,2130004,2025.0,4,1,1N,V,2025-10-31,2032-10-31,DC,US
8LV,2073408,1960.0,4,1,1,V,2005-04-21,2027-01-31,NE,US
8LW,05608XM,2001.0,4,1,42,V,2007-05-04,2027-07-31,ND,US
8LX,0141107,1969.0,5,1,1N,V,2020-09-28,2027-09-30,DE,US
8M,056066Y,1999.0,4,1,42,V,2021-06-15,2028-06-30,OH,US
8MD,4220038,2024.0,5,2,1C,V,2025-01-03,2032-01-31,CA,US
8ME,5400112,1973.0,4,1,43,V,2016-11-15,2029-11-30,DE,US
8MH,05615YD,,4,1,UNKNOWN,V,2003-08-20,2028-03-31,TX,US
8ML,7102808,1972.0,4,1,1NU,V,2013-03-20,2029-03-31,IL,US
8MM,05615OJ,2003.0,4,1,42,V,2003-06-06,2027-07-31,TX,US
8MN,2073449,,4,1,1N,V,2021-05-28,2028-05-31,TX,US
8MP,1151538,1966.0,4,1,1U,V,1989-06-23,2027-09-30,TX,US
8MQ,056154G,2003.0,4,1,42,V,2003-11-03,2028-10-31,CA,US
8MR,056139C,1983.0,4,1,42,V,2019-12-03,2029-12-31,CA,US
8MS,7102304,1961.0,5,1,1N,V,1984-09-28,2028-04-30,CA,US
8MT,0144701,1974.0,4,1,1NU,V,2020-03-12,2027-03-31,FL,US
8MW,1151548,1976.0,4,1,1N,V,2011-06-13,2030-06-30,AZ,US
8MX,2073451,,4,1,1N,V,2023-06-07,2030-06-30,ID,US
8N,7103206,1966.0,4,1,1N,V,2018-08-22,2028-08-31,CA,US
8NA,1152922,1981.0,5,2,1N,V,1981-12-11,2029-03-31,VA,US
8NC,1152706,1976.0,5,1,1N,V,2015-06-05,2028-06-30,OK,US
8ND,1151215,1971.0,4,1,1NU,V,1998-06-24,2027-08-31,OH,US
8NF,1181511,1978.0,6,3,1N,V,1985-10-28,2028-07-31,CA,US
8NG,1152740,1969.0,5,1,1N,V,2019-04-02,2029-04-30,MN,US
8NH,0561354,1976.0,4,1,42,V,2004-06-09,2027-12-31,CA,US
8NK,05610EY,2000.0,4,1,42,V,2000-05-18,2027-07-31,WA,US
8NN,05691HM,1992.0,4,1,42,V,2022-11-10,2029-11-30,MS,US
8NT,2072306,1953.0,4,1,1,V,2021-06-09,2028-06-30,AK,US
8NU,2073432,1966.0,4,1,1N,V,2025-09-11,2032-09-30,FL,US
8NX,1152920,1980.0,5,2,1N,V,2008-10-30,2028-09-30,FL,US
8NY,7103220,2002.0,4,1,1N,V,2023-12-23,2030-12-31,DE,US
8P,2072779,2025.0,4,2,1N,V,2025-08-14,2032-08-31,  ,  
8PB,0110201,1974.0,4,1,1A,V,2004-05-04,2027-07-31,AZ,US
8PC,326040C,2011.0,5,5,1C,V,2025-06-10,2032-06-30,FL,US
8PE,1153605,1980.0,5,1,1N,V,2007-05-03,2027-06-30,DE,US
8PF,3980219,2023.0,5,5,1T,V,2024-03-11,2031-03-31,TX,US
8PH,05638K2,2020.0,4,1,42,V,2019-04-26,2029-04-30,VA,US
8PJ,7150030,,5,5,UNKNOWN,V,2021-12-02,2028-12-31,FL,US
8PK,2073343,2025.0,4,1,1N,V,2025-12-11,2032-12-31,FL,US
8PM,1220801,1975.0,4,1,1NA,V,2011-03-17,2030-03-31,CA,US
8PP,7102204,1961.0,4,1,1N,V,2025-03-11,2032-03-31,NY,US
8PQ,0141722,1975.0,5,2,1N,V,2012-01-23,2028-01-31,OR,US
8PT,7103212,1973.0,4,1,1N,V,2022-12-02,2029-12-31,WA,US
8PV,7103215,,4,1,1N,V,2022-09-26,2029-09-30,  ,FR
8PW,2071822,1969.0,4,1,1U,V,2024-09-04,2031-09-30,FL,US
8PX,7103902,1972.0,5,1,1N,V,2025-08-20,2032-08-31,CA,US
8PY,2130000,,4,1,1N,V,2021-03-17,2028-03-31,TX,US
8PZ,2210406,,4,1,UNKNOWN,V,2022-01-26,2029-01-31,MI,US
8QA,2210400,1997.0,4,1,1N,V,2019-03-02,2029-03-31,TX,US
8QC,2072418,1972.0,4,8,1NU,V,1998-11-16,2029-02-28,AK,US
8QD,1181511,1991.0,6,3,1N,V,2016-09-22,2029-09-30,DE,US
8QH,7640130,2015.0,6,3,1N,V,2025-06-03,2032-06-30,GA,US
8QM,05631KA,2012.0,4,1,42,V,2016-05-03,2029-05-31,WA,US
